,tweet_id,faves,retweets
1411,771102124360998913,6158,1417
1412,771136648247640064,9036,2881
1413,771171053431250945,0,7328
1414,771380798096281600,10343,4989
1415,771500966810099713,8168,2569
1416,771770456517009408,11857,3313
1417,772102971039580160,3950,927
1418,772114945936949249,2699,461
1419,772117678702071809,3730,728
1420,772152991789019136,3766,1116
1421,772193107915964416,5958,1364
1422,772581559778025472,6404,1675
1423,772615324260794368,0,3334
1424,772826264096874500,7953,2319
1425,772877495989305348,8456,3809
1426,773191612633579521,9874,4059
1427,773247561583001600,9351,3213
1428,773308824254029826,23025,7373
1429,773547596996571136,21882,6047
1430,773670353721753600,5296,1290
1431,773704687002451968,6517,1604
1432,773922284943896577,6323,1724
1433,773985732834758656,10619,3802
1434,774314403806253056,21538,5437
1435,774639387460112384,6650,1700
1436,774757898236878852,8514,1762
1437,775085132600442880,15384,4662
1438,775364825476165632,7311,2918
1439,775729183532220416,12862,4540
1440,775733305207554048,13746,3936
1441,775842724423557120,11587,2621
1442,775898661951791106,0,16531
1443,776088319444877312,1819,148
1444,776113305656188928,11641,4305
1445,776201521193218049,9512,2488
1446,776218204058357768,29579,15614
1447,776477788987613185,8733,2733
1448,776813020089548800,4826,1191
1449,776819012571455488,0,13490
1450,777189768882946048,14120,4257
1451,777621514455814149,8645,2476
1452,777641927919427584,0,4175
1453,777684233540206592,11128,2904
1454,777885040357281792,6293,1606
1455,778027034220126208,6491,1585
1456,778039087836069888,8420,2605
1457,778286810187399168,10279,3252
1458,778383385161035776,5771,1087
1459,778396591732486144,0,12062
1460,778408200802557953,13506,4267
1461,778624900596654080,4589,999
1462,778650543019483137,5709,1476
1463,778748913645780993,6830,1288
1464,778990705243029504,19764,7102
1465,779056095788752897,14636,4475
1466,779377524342161408,8720,3074
1467,779834332596887552,18720,6954
1468,780192070812196864,8632,2209
1469,780459368902959104,5253,1064
1470,780476555013349377,0,110
1471,780496263422808064,0,3637
1472,780543529827336192,6251,1731
1473,780601303617732608,12010,3332
1474,780800785462489090,5436,1282
1475,780858289093574656,7133,1985
1476,780931614150983680,21467,7215
1477,781163403222056960,9737,2723
1478,781251288990355457,8369,2058
1479,781524693396357120,20623,5504
1480,781661882474196992,10361,2690
1481,781955203444699136,11059,3332
1482,782021823840026624,0,6135
1483,782305867769217024,16544,5499
1484,782598640137187329,7738,1858
1485,782722598790725632,17156,5337
1486,782747134529531904,7421,1397
1487,782969140009107456,23993,7298
1488,783085703974514689,8110,2175
1489,783334639985389568,28948,11562
1490,783347506784731136,0,5483
1491,783391753726550016,16783,5406
1492,783466772167098368,8404,2219
1493,783695101801398276,10422,3179
1494,783821107061198850,7317,1949
1495,783839966405230592,29841,10686
1496,784431430411685888,5692,1260
1497,784517518371221505,8922,2502
1498,784826020293709826,10057,3219
1499,785170936622350336,11958,4781
1500,785264754247995392,7223,1606
1501,785533386513321988,9062,1978
1502,785639753186217984,7822,2220
1503,785872687017132033,6667,1789
1504,785927819176054784,11334,3156
1505,786036967502913536,0,6954
1506,786233965241827333,15164,4687
1507,786363235746385920,10841,3468
1508,786595970293370880,9415,3108
1509,786664955043049472,10548,2523
1510,786709082849828864,18159,6073
1511,786963064373534720,26547,7926
1512,787322443945877504,7746,1729
1513,787397959788929025,10842,2832
1514,787717603741622272,10232,2758
1515,787810552592695296,8577,3026
1516,788039637453406209,6105,1300
1517,788070120937619456,0,3413
1518,788150585577050112,6103,1267
1519,788178268662984705,7206,2087
1520,788412144018661376,15495,5233
1521,788765914992902144,27239,10217
1522,788908386943430656,27359,12421
1523,789137962068021249,9688,2777
1524,789268448748703744,9087,2592
1525,789530877013393408,11691,3354
1526,789599242079838210,6725,1914
1527,789628658055020548,7457,1753
1528,789986466051088384,9224,2297
1529,790277117346975746,12523,3159
1530,790337589677002753,7789,1871
1531,790581949425475584,20608,7090
1532,790698755171364864,8189,1915
1533,790723298204217344,0,2297
1534,790946055508652032,16615,4674
1535,790987426131050500,9792,2124
1536,791026214425268224,0,4074
1537,791312159183634433,8738,2519
1538,791406955684368384,13115,4093
1539,791672322847637504,11715,3114
1540,792050063153438720,7126,1784
1541,792394556390137856,13377,4274
1542,792773781206999040,7336,1666
1543,792883833364439040,11274,4251
1544,792913359805018113,14293,3955
1545,793120401413079041,12610,3901
1546,793135492858580992,6385,2484
1547,793150605191548928,6153,1692
1548,793165685325201412,9359,2767
1549,793180763617361921,6921,1989
1550,793195938047070209,15216,5601
1551,793210959003287553,8909,2780
1552,793226087023144960,9791,2868
1553,793241302385262592,10475,3278
1554,793256262322548741,19931,8298
1555,793271401113350145,8681,2380
1556,793286476301799424,24537,9121
1557,793500921481273345,10645,2361
1558,793601777308463104,7953,1609
1559,793614319594401792,0,3114
1560,793845145112371200,9192,1847
1561,793962221541933056,16786,4864
1562,794205286408003585,9214,3302
1563,794332329137291264,9580,2669
1564,794355576146903043,0,10217
1565,794926597468000259,10215,2302
1566,794983741416415232,0,3354
1567,795076730285391872,16153,5418
1568,795400264262053889,10011,2853
1569,795464331001561088,49426,23453
1570,796031486298386433,10775,3705
1571,796080075804475393,8435,2294
1572,796116448414461957,9070,2407
1573,796149749086875649,32165,14202
1574,796177847564038144,0,14202
1575,796387464403357696,10974,4115
1576,796484825502875648,7563,1747
1577,796759840936919040,11789,3014
1578,796865951799083009,7665,1915
1579,797236660651966464,19904,6544
1580,797545162159308800,14526,4855
1581,797971864723324932,11550,3098
1582,798209839306514432,10396,2548
1583,798340744599797760,0,3313
1584,798628517273620480,0,1967
1585,798644042770751489,0,1846
1586,798665375516884993,0,3888
1587,798673117451325440,0,5536
1588,798694562394996736,0,4929
1589,798697898615730177,0,6491
1590,798925684722855936,7501,1435
1591,798933969379225600,13046,4427
1592,799063482566066176,8055,2468
1593,799297110730567681,9847,2743
1594,799422933579902976,8057,1921
1595,799757965289017345,8371,2158
1596,799774291445383169,0,4662
1597,800018252395122689,28298,13082
1598,800141422401830912,15240,2540
1599,800388270626521089,11131,2794
1600,800443802682937345,0,4305
1601,800459316964663297,9484,2169
1602,800513324630806528,13101,2977
1603,800751577355128832,10557,2781
1604,801115127852503040,8051,2098
1605,801167903437357056,24403,5878
1606,801285448605831168,6037,815
1607,801538201127157760,8209,2056
1608,801958328846974976,7734,1717
1609,802239329049477120,9064,2613
1610,802265048156610565,6914,1371
1611,802323869084381190,16143,5801
1612,802572683846291456,8923,2489
1613,802624713319034886,0,2904
1614,802952499103731712,8993,1988
1615,803276597545603072,10007,2442
1616,803380650405482500,7747,1870
1617,803638050916102144,10920,4131
1618,803692223237865472,0,7402
1619,803773340896923648,10037,2730
1620,804026241225523202,44304,16016
1621,804413760345620481,0,3219
1622,804738756058218496,13672,3803
1623,805207613751304193,7828,1709
1624,805487436403003392,8770,2516
1625,805520635690676224,5735,1651
1626,805826884734976000,6542,1809
1627,805932879469572096,8261,1918
1628,805958939288408065,0,5337
1629,806219024703037440,6428,1186
1630,806242860592926720,0,11562
1631,806542213899489280,10196,2350
1632,806629075125202948,74372,34421
1633,807010152071229440,13054,3853
1634,807059379405148160,0,7298
1635,807106840509214720,117790,55045
1636,807621403335917568,14538,3593
1637,808001312164028416,12503,3521
1638,808106460588765185,8787,2202
1639,808134635716833280,0,5878
1640,808501579447930884,11278,2590
1641,808733504066486276,7876,2153
1642,808838249661788160,10092,3022
1643,809084759137812480,13183,3512
1644,809220051211603969,19849,5563
1645,809448704142938112,6916,1461
1646,809808892968534016,0,4864
1647,809920764300447744,15509,3914
1648,810254108431155201,14633,3360
1649,810284430598270976,35076,11167
1650,810657578271330305,10920,2624
1651,810896069567610880,8970,1753
1652,810984652412424192,5310,1429
1653,811386762094317568,20845,6342
1654,811627233043480576,12725,3060
1655,811744202451197953,7508,1578
1656,811985624773361665,7250,1390
1657,812372279581671427,13606,3638
1658,812466873996607488,7946,1923
1659,812503143955202048,6036,1205
1660,812709060537683968,6585,1430
1661,812781120811126785,7522,1890
1662,813051746834595840,20898,7315
1663,813066809284972545,7912,1941
1664,813081950185472002,9854,2766
1665,813096984823349248,10529,3609
1666,813112105746448384,10258,2720
1667,813127251579564032,11769,3107
1668,813142292504645637,8450,2366
1669,813157409116065792,7741,2192
1670,813172488309972993,9221,1906
1671,813187593374461952,19758,4320
1672,813202720496779264,9196,1803
1673,813217897535406080,18556,7242
1674,813800681631023104,8277,1742
1675,813812741911748608,36262,13860
1676,813910438903693312,9258,1847
1677,813944609378369540,0,3159
1678,814153002265309185,28606,8589
1679,814530161257443328,8595,1843
1680,814638523311648768,11198,2671
1681,814986499976527872,7610,1266
1682,815390420867969024,10297,3781
1683,815639385530101762,8174,1637
1684,815736392542261248,9789,2240
1685,815966073409433600,22249,8379
1686,815990720817401858,4914,1007
1687,816014286006976512,0,5216
1688,816091915477250048,8873,2110
1689,816336735214911488,8551,1928
1690,816450570814898180,30220,7971
1691,816697700272001025,9709,2157
1692,816816676327063552,9934,2019
1693,816829038950027264,0,4674
1694,817056546584727552,8527,1628
1695,817120970343411712,12141,2572
1696,817171292965273600,8702,2001
1697,817181837579653120,0,8379
1698,817415592588222464,5558,935
1699,817423860136083457,33518,14506
1700,817536400337801217,11681,2923
1701,817777686764523521,10673,2651
1702,817827839487737858,51224,26756
1703,818145370475810820,12166,2533
1704,818259473185828864,10930,2229
1705,818536468981415936,10795,2416
1706,818588835076603904,0,6047
1707,818614493328580609,9766,2521
1708,818627210458333184,22249,7461
1709,819004803107983360,86342,36493
1710,819006400881917954,44993,18789
1711,819015331746349057,0,18789
1712,819015337530290176,0,36493
1713,819227688460238848,22884,6640
1714,819347104292290561,7160,1186
1715,819588359383371776,9574,1972
1716,819711362133872643,13263,3073
1717,819924195358416896,12816,4819
1718,819952236453363712,5286,1162
1719,820078625395449857,19634,6198
1720,820314633777061888,3316,556
1721,820446719150292993,0,2540
1722,820690176645140481,12114,3188
1723,820749716845686786,31272,9747
1724,821044531881721856,12561,2242
1725,821107785811234820,9515,2107
1726,821149554670182400,8553,1942
1727,821407182352777218,11638,4273
1728,821522889702862852,7963,1730
1729,821765923262631936,8325,1632
1730,821813639212650496,0,3332
1731,821886076407029760,11206,2272
1732,822244816520155136,34623,9733
1733,822462944365645825,27669,14040
1734,822489057087389700,17961,6316
1735,822610361945911296,14671,2915
1736,822647212903690241,0,6316
1737,822859134160621569,13118,2236
1738,822872901745569793,130181,42523
1739,822975315408461824,17164,3390
1740,823269594223824897,0,9733
1741,823322678127919110,15571,3954
1742,823581115634085888,12893,2590
1743,823699002998870016,13832,2481
1744,823939628516474880,10509,2660
1745,824297048279236611,14901,3797
1746,824325613288833024,11698,10398
1747,824663926340194305,10413,1743
1748,824775126675836928,14743,3450
1749,824796380199809024,0,5418
1750,825026590719483904,6212,1230
1751,825147591692263424,18085,4461
1752,825535076884762624,56248,17285
1753,825829644528148480,12596,2447
1754,825876512159186944,10362,1834
1755,826115272272650244,15450,3047
1756,826204788643753985,4821,908
1757,826240494070030336,13124,2564
1758,826476773533745153,18171,4111
1759,826598365270007810,9910,2306
1760,826848821049180160,35832,9962
1761,826958653328592898,21302,4905
1762,827199976799354881,10454,2187
1763,827324948884643840,15632,2981
1764,827600520311402496,7379,927
1765,827653905312006145,15311,2967
1766,827933404142436356,19826,5141
1767,828011680017821696,10226,2114
1768,828046555563323392,11601,2817
1769,828372645993398273,12417,2875
1770,828376505180889089,7285,1047
1771,828381636999917570,12428,2178
1772,828408677031882754,7585,1260
1773,828409743546925057,6265,1142
1774,828650029636317184,9379,1310
1775,828708714936930305,35996,10965
1776,828770345708580865,25243,5736
1777,829011960981237760,52519,16011
1778,829141528400556032,24050,7181
1779,829449946868879360,10320,1967
1780,829501995190984704,31279,10390
1781,829861396166877184,12069,1899
1782,829878982036299777,0,4905
1783,830097400375152640,9635,2869
1784,830583320585068544,65774,16398
1785,830956169170665475,7871,1464
1786,831262627380748289,11724,1995
1787,831309418084069378,11593,2416
1788,831315979191906304,6443,1103
1789,831322785565769729,9138,1522
1790,831552930092285952,8836,2271
1791,831650051525054464,7009,1879
1792,831670449226514432,10260,1774
1793,831911600680497154,27159,6352
1794,831939777352105988,23601,5998
1795,832032802820481025,17585,4563
1796,832040443403784192,0,9383
1797,832215726631055365,0,9120
1798,832273440279240704,11155,2282
1799,832369877331693569,16891,3125
1800,832397543355072512,11784,2158
1801,832636094638288896,15608,2722
1802,832757312314028032,16610,3532
1803,832769181346996225,0,38
1804,832998151111966721,13032,2140
1805,833124694597443584,19870,4736
1806,833479644947025920,14629,1998
1807,833722901757046785,20504,3152
1808,833826103416520705,17803,3685
1809,833863086058651648,13218,2351
1810,834086379323871233,12842,2152
1811,834167344700198914,15559,3576
1812,834209720923721728,20185,4633
1813,834458053273591808,9464,1637
1814,834574053763584002,13409,2459
1815,834786237630337024,21056,5380
1816,834931633769889797,10611,1586
1817,835152434251116546,21957,2923
1818,835172783151792128,25717,5620
1819,835264098648616962,7587,1646
1820,835297930240217089,16179,2920
1821,835574547218894849,17472,3525
1822,836001077879255040,18724,4150
1823,836260088725786625,20928,4197
1824,836380477523124226,14501,2910
1825,836677758902222849,12400,2171
1826,836753516572119041,18990,4521
1827,836989968035819520,12505,2242
1828,837110210464448512,15724,2302
1829,837471256429613056,12543,2200
1830,837482249356513284,3787,431
1831,837820167694528512,33368,7630
1832,838083903487373313,17279,3029
1833,838476387338051585,22011,4620
1834,838561493054533637,10747,1290
1835,838916489579200512,0,33
1836,838921590096166913,10879,1984
1837,839239871831150596,26512,6324
1838,839290600511926273,0,139
1839,839549326359670784,26850,7516
1840,839990271299457024,13151,2203
1841,840268004936019968,18812,5549
1842,840370681858686976,16068,4414
1843,840632337062862849,8789,1706
1844,840696689258311684,11996,942
1845,841077006473256960,22325,5133
1846,841314665196081154,15469,4490
1847,841439858740625411,12330,3551
1848,841680585030541313,25157,7569
1849,841833993020538882,0,14504
1850,842115215311396866,13623,2912
1851,842163532590374912,23832,5583
1852,842535590457499648,17669,3391
1853,842765311967449089,6552,1219
1854,842846295480000512,14905,3503
1855,843235543001513987,20944,5789
1856,843604394117681152,16453,2635
1857,843856843873095681,20887,4440
1858,844223788422217728,13303,2101
1859,844580511645339650,16017,2993
1860,844973813909606400,14624,3051
1861,844979544864018432,13270,2447
1862,845306882940190720,22671,5174
1863,845397057150107648,7404,1719
1864,845677943972139009,24478,4622
1865,845812042753855489,28361,8340
1866,846042936437604353,15510,2747
1867,846153765933735936,30611,8672
1868,846514051647705089,43227,11071
1869,846874817362120707,19463,3761
1870,847116187444137987,20821,3054
1871,847157206088847362,19256,5613
1872,847251039262605312,19869,4145
1873,847606175596138505,18196,3284
1874,847842811428974592,5243,1263
1875,847962785489326080,22783,4859
1876,847971574464610304,0,420
1877,848212111729840128,15793,2890
1878,848324959059550208,23909,4429
1879,848690551926992896,24362,4145
1880,849051919805034497,40892,8081
1881,849336543269576704,11024,1805
1882,849412302885593088,15326,3001
1883,849776966551130114,29305,7232
1884,850019790995546112,19692,4644
1885,850145622816686080,15748,3612
1886,850380195714523136,12640,2476
1887,850753642995093505,29626,8639
1888,851224888060895234,19932,5469
1889,851464819735769094,23340,6717
1890,851591660324737024,15672,3293
1891,851861385021730816,0,19
1892,852189679701164033,11027,1510
1893,852226086759018497,19221,6505
1894,852311364735569921,31806,9429
1895,852553447878664193,15615,3285
1896,852672615818899456,14312,2044
1897,852912242202992640,8639,1704
1898,853299958564483072,14851,3359
1899,853639147608842240,33149,9435
1900,853760880890318849,27336,5437
1901,854010172552949760,15534,2971
1902,854120357044912130,30568,7023
1903,854365224396361728,18034,4417
1904,854482394044301312,27884,6427
1905,854732716440526848,21699,5696
1906,855459453768019968,28360,7716
1907,855851453814013952,43627,16946
1908,856282028240666624,26351,5875
1909,856526610513747968,11274,1756
1910,856543823941562368,15531,2688
1911,857029823797047296,17872,3703
1912,857263160327368704,19019,4214
1913,857393404942143489,5570,1529
1914,857746408056729600,32371,9891
1915,857989990357356544,15188,2404
1916,858107933456039936,14891,2682
1917,858471635011153920,20342,4510
1918,858843525470990336,14741,3217
1919,859074603037188101,31877,12633
1920,859196978902773760,84636,27857
1921,859607811541651456,17563,1432
1922,859851578198683649,14550,3260
1923,859924526012018688,18467,3799
1924,860184849394610176,15685,5399
1925,860276583193509888,17307,3248
1926,860524505164394496,22238,4885
1927,860563773140209665,7041,1970
1928,860924035999428608,0,728
1929,861005113778896900,15669,3514
1930,861288531465048066,16105,3804
1931,861383897657036800,33864,9831
1932,862096992088072192,69497,21241
1933,862457590147678208,19127,4507
1934,862722525377298433,16040,3249
1935,862831371563274240,17979,4717
1936,863062471531167744,7903,2218
1937,863079547188785154,8216,1015
1938,863432100342583297,22264,4794
1939,863553081350529029,14290,3836
1940,863907417377173506,19290,3789
1941,864197398364647424,28004,8055
1942,864279568663928832,13651,2746
1943,864873206498414592,30151,7931
1944,865006731092295680,26197,7044
1945,865359393868664832,24702,4557
1946,865718153858494464,23999,5125
1947,866334964761202691,48812,12968
1948,866450705531457537,113983,32084
1949,866686824827068416,17948,3151
1950,867051520902168576,30013,7169
1951,867072653475098625,0,108
1952,867421006826221569,14985,2265
1953,867774946302451713,31644,6649
1954,867900495410671616,22550,3796
1955,868552278524837888,9371,1874
1956,868622495443632128,24764,4781
1957,868880397819494401,60760,13038
1958,869227993411051520,18980,3402
1959,869596645499047938,14832,2808
1960,869702957897576449,26221,5684
1961,869772420881756160,39582,9158
1962,870063196459192321,33891,7503
1963,870308999962521604,20362,3745
1964,870374049280663552,77128,23972
1965,870656317836468226,11415,2351
1966,870804317367881728,31213,5573
1967,871032628920680449,21087,3431
1968,871515927908634625,18699,3123
1969,871762521631449091,18715,3132
1970,871879754684805121,34738,9804
1971,872122724285648897,31669,7263
1972,872486979161796608,37721,8126
1973,872620804844003328,19172,3262
1974,872820683541237760,13630,3333
1975,872967104147763200,25176,4848
1976,873213775632977920,6614,1413
1977,873580283840344065,22370,3525
1978,874012996292530176,31561,9123
1979,874057562936811520,20975,3558
1980,874296783580663808,24040,3686
1981,874680097055178752,25684,4138
1982,875021211251597312,23543,4201
1983,875144289856114688,20244,4379
1984,875747767867523072,23152,3807
1985,876120275196170240,25811,4152
1986,876484053909872640,17320,2105
1987,876838120628539392,19066,2965
1988,877201837425926144,24966,4949
1989,877316821321428993,25268,4634
1990,877556246731214848,20904,3392
1991,877611172832227328,0,71
1992,877736472329191424,72826,16822
1993,878057613040115712,38776,6049
1994,878281511006478336,7113,1131
1995,878776093423087618,17836,3636
1996,879008229531029506,17501,2379
1997,879050749262655488,20742,4175
1998,879376492567855104,15494,2776
1999,879415818425184262,97211,39630
2000,879492040517615616,21599,2819
2001,879862464715927552,20584,3089
2002,880095782870896641,25407,3862
2003,880221127280381952,24771,3687
2004,880465832366813184,26159,5515
2005,880872448815771648,19574,3395
2006,880935762899988482,15726,2484
2007,881268444196462592,21415,4701
2008,881536004380872706,45452,14195
2009,881666595344535552,46555,9467
2010,881906580714921986,22398,3018
2011,882045870035918850,26935,4314
2012,882268110199369728,41165,10276
2013,882627270321602560,25738,5377
2014,882762694511734784,25954,4326
2015,882992080364220416,21945,3441
2016,883117836046086144,34056,5883
2017,883360690899218434,20846,3267
2018,883482846933004288,42098,8753
2019,883838122936631299,20073,3028
2020,884162670584377345,18761,2652
2021,884441805382717440,24903,5053
2022,884562892145688576,22337,4166
2023,884876753390489601,25533,4946
2024,884925521741709313,70694,15988
2025,885167619883638784,20088,3870
2026,885311592912609280,0,16397
2027,885528943205470208,33019,5666
2028,885984800019947520,29933,5950
2029,886258384151887873,25690,5605
2030,886366144734445568,19418,2805
2031,886680336477933568,20663,3968
2032,886736880519319552,10981,2825
2033,886983233522544640,31977,6778
2034,887101392804085760,28152,5284
2035,887343217045368832,30936,9332
2036,887473957103951883,63088,15933
2037,887517139158093824,42611,10436
2038,887705289381826560,27823,4785
2039,888078434458587136,20010,3074
2040,888554962724278272,18112,3066
2041,888804989199671297,23481,3747
2042,888917238123831296,26756,3977
2043,889278841981685760,23149,4719
2044,889531135344209921,13949,1998
2045,889638837579907072,24798,3970
2046,889665388333682689,44081,8857
2047,889880896479866881,25671,4415
2048,890006608113172480,28208,6500
2049,890240255349198849,29265,6490
2050,890609185150312448,25644,3815
2051,890729181411237888,59637,16726
2052,890971913173991426,10828,1791
2053,891087950875897856,18629,2759
2054,891327558926688256,36968,8249
2055,891689557279858688,38691,7650
2056,891815181378084864,23036,3671
2057,892177421306343426,30638,5549
2058,892420643555336193,35390,7477
